	run	task	split	label	tn_count	fp_count	fn_count	tp_count
200	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11529	52	18	987
201	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10757	42	32	1755
202	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	EVENT	12493	8	28	57
203	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	FAC	12419	18	56	93
204	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	GPE	9980	60	173	2373
205	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LANGUAGE	12561	3	12	10
206	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LAW	12537	5	13	31
207	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LOC	12343	28	41	174
208	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	MONEY	12227	4	5	350
209	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	NORP	11570	26	28	962
210	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORDINAL	12370	9	3	204
211	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORG	10430	154	151	1851
212	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERCENT	12178	0	0	408
213	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERSON	10323	129	111	2023
214	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PRODUCT	12495	1	42	48
215	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	QUANTITY	12431	2	31	122
216	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	TIME	12337	24	15	210
217	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	WORK_OF_ART	12398	19	80	89
218	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_macro_avg_	213378	584	839	11747
219	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_micro_avg_	213378	584	839	11747
220	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	CARDINAL	18572	62	29	1691
221	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	DATE	17095	51	39	3169
222	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	EVENT	20162	13	75	104
223	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	FAC	20189	32	62	71
224	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	GPE	16588	117	241	3408
225	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LANGUAGE	20311	8	13	22
226	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LAW	20282	7	7	58
227	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LOC	20015	23	91	225
228	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	MONEY	19492	9	10	843
229	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	NORP	19031	46	61	1216
230	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORDINAL	20014	5	8	327
231	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORG	16279	277	372	3426
232	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERCENT	19698	0	3	653
233	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERSON	16938	253	161	3002
234	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PRODUCT	20126	14	140	74
235	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	QUANTITY	20163	1	36	154
236	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	TIME	19970	23	15	346
237	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	WORK_OF_ART	20116	36	120	82
238	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_macro_avg_	345041	977	1483	18871
239	../../jiant_outputs/bert-base-uncased-mix_2-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_micro_avg_	345041	977	1483	18871
240	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11534	47	22	983
241	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10759	40	20	1767
242	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	EVENT	12494	7	27	58
243	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	FAC	12424	13	56	93
244	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	GPE	9980	60	146	2400
245	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LANGUAGE	12561	3	9	13
246	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LAW	12538	4	12	32
247	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LOC	12338	33	39	176
248	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	MONEY	12228	3	3	352
249	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	NORP	11571	25	20	970
250	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORDINAL	12370	9	2	205
251	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORG	10465	119	168	1834
252	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERCENT	12178	0	0	408
253	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERSON	10315	137	72	2062
254	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PRODUCT	12494	2	37	53
255	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	QUANTITY	12431	2	32	121
256	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	TIME	12336	25	15	210
257	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	WORK_OF_ART	12401	16	81	88
258	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_macro_avg_	213417	545	761	11825
259	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_micro_avg_	213417	545	761	11825
260	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	CARDINAL	18583	51	33	1687
261	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	DATE	17099	47	28	3180
262	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	EVENT	20167	8	68	111
263	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	FAC	20186	35	54	79
264	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	GPE	16583	122	199	3450
265	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LANGUAGE	20315	4	12	23
266	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LAW	20281	8	5	60
267	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LOC	20006	32	84	232
268	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	MONEY	19492	9	11	842
269	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	NORP	19033	44	52	1225
270	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORDINAL	20015	4	8	327
271	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORG	16333	223	380	3418
272	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERCENT	19698	0	2	654
273	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERSON	16945	246	128	3035
274	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PRODUCT	20126	14	138	76
275	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	QUANTITY	20162	2	35	155
276	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	TIME	19971	22	14	347
277	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	WORK_OF_ART	20114	38	115	87
278	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_macro_avg_	345109	909	1366	18988
279	../../jiant_outputs/bert-base-uncased-mix_3-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_micro_avg_	345109	909	1366	18988
280	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11538	43	18	987
281	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10762	37	21	1766
282	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	EVENT	12497	4	24	61
283	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	FAC	12424	13	55	94
284	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	GPE	9979	61	123	2423
285	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LANGUAGE	12562	2	9	13
286	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LAW	12537	5	10	34
287	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LOC	12346	25	37	178
288	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	MONEY	12230	1	4	351
289	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	NORP	11569	27	22	968
290	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORDINAL	12371	8	2	205
291	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORG	10442	142	121	1881
292	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERCENT	12178	0	0	408
293	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERSON	10377	75	79	2055
294	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PRODUCT	12492	4	36	54
295	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	QUANTITY	12432	1	30	123
296	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	TIME	12338	23	13	212
297	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	WORK_OF_ART	12403	14	73	96
298	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_macro_avg_	213477	485	677	11909
299	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_micro_avg_	213477	485	677	11909
300	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	CARDINAL	18581	53	28	1692
301	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	DATE	17108	38	23	3185
302	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	EVENT	20163	12	63	116
303	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	FAC	20187	34	50	83
304	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	GPE	16588	117	161	3488
305	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LANGUAGE	20318	1	9	26
306	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LAW	20281	8	5	60
307	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LOC	20018	20	79	237
308	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	MONEY	19495	6	11	842
309	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	NORP	19023	54	47	1230
310	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORDINAL	20015	4	10	325
311	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORG	16335	221	272	3526
312	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERCENT	19698	0	3	653
313	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERSON	17014	177	110	3053
314	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PRODUCT	20125	15	128	86
315	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	QUANTITY	20163	1	35	155
316	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	TIME	19975	18	13	348
317	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	WORK_OF_ART	20112	40	102	100
318	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_macro_avg_	345199	819	1149	19205
319	../../jiant_outputs/bert-base-uncased-mix_4-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_micro_avg_	345199	819	1149	19205
320	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11538	43	21	984
321	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10760	39	23	1764
322	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	EVENT	12497	4	22	63
323	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	FAC	12418	19	48	101
324	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	GPE	9988	52	121	2425
325	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LANGUAGE	12562	2	9	13
326	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LAW	12537	5	10	34
327	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LOC	12348	23	39	176
328	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	MONEY	12230	1	4	351
329	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	NORP	11570	26	23	967
330	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORDINAL	12371	8	3	204
331	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORG	10437	147	104	1898
332	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERCENT	12178	0	0	408
333	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERSON	10385	67	79	2055
334	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PRODUCT	12492	4	32	58
335	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	QUANTITY	12432	1	28	125
336	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	TIME	12339	22	13	212
337	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	WORK_OF_ART	12402	15	71	98
338	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_macro_avg_	213484	478	650	11936
339	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_micro_avg_	213484	478	650	11936
340	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	CARDINAL	18586	48	28	1692
341	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	DATE	17106	40	22	3186
342	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	EVENT	20170	5	63	116
343	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	FAC	20170	51	41	92
344	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	GPE	16596	109	155	3494
345	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LANGUAGE	20315	4	9	26
346	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LAW	20281	8	5	60
347	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LOC	20015	23	73	243
348	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	MONEY	19498	3	9	844
349	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	NORP	19027	50	40	1237
350	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORDINAL	20015	4	12	323
351	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORG	16325	231	226	3572
352	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERCENT	19698	0	2	654
353	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERSON	17069	122	110	3053
354	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PRODUCT	20125	15	120	94
355	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	QUANTITY	20163	1	35	155
356	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	TIME	19972	21	13	348
357	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	WORK_OF_ART	20114	38	103	99
358	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_macro_avg_	345245	773	1066	19288
359	../../jiant_outputs/bert-base-uncased-mix_5-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_micro_avg_	345245	773	1066	19288
360	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11543	38	23	982
361	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10758	41	18	1769
362	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	EVENT	12497	4	20	65
363	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	FAC	12418	19	47	102
364	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	GPE	9985	55	120	2426
365	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LANGUAGE	12563	1	9	13
366	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LAW	12538	4	10	34
367	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	LOC	12341	30	39	176
368	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	MONEY	12230	1	4	351
369	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	NORP	11567	29	22	968
370	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORDINAL	12371	8	3	204
371	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	ORG	10475	109	124	1878
372	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERCENT	12178	0	0	408
373	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PERSON	10379	73	62	2072
374	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	PRODUCT	12490	6	30	60
375	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	QUANTITY	12432	1	29	124
376	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	TIME	12337	24	14	211
377	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	WORK_OF_ART	12404	13	72	97
378	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_macro_avg_	213506	456	646	11940
379	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	test	_micro_avg_	213506	456	646	11940
380	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	CARDINAL	18588	46	34	1686
381	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	DATE	17104	42	29	3179
382	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	EVENT	20166	9	59	120
383	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	FAC	20177	44	42	91
384	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	GPE	16596	109	163	3486
385	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LANGUAGE	20316	3	9	26
386	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LAW	20281	8	5	60
387	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	LOC	20015	23	73	243
388	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	MONEY	19495	6	9	844
389	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	NORP	19030	47	42	1235
390	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORDINAL	20016	3	15	320
391	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	ORG	16370	186	269	3529
392	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERCENT	19698	0	3	653
393	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PERSON	17043	148	80	3083
394	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	PRODUCT	20125	15	121	93
395	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	QUANTITY	20159	5	35	155
396	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	TIME	19972	21	14	347
397	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	WORK_OF_ART	20109	43	100	102
398	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_macro_avg_	345260	758	1102	19252
399	../../jiant_outputs/bert-base-uncased-mix_6-edges-ner-ontonotes/run	edges-ner-ontonotes	val	_micro_avg_	345260	758	1102	19252
400	../../jiant_outputs/bert-base-uncased-mix_7-edges-ner-ontonotes/run	edges-ner-ontonotes	test	CARDINAL	11543	38	21	984
401	../../jiant_outputs/bert-base-uncased-mix_7-edges-ner-ontonotes/run	edges-ner-ontonotes	test	DATE	10761	38	17	1770
