	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
34	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_14_	35	3	3	31	span_distance	14.0
35	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_15_	36	4	11	21	span_distance	15.0
36	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_16_	36	0	5	13	span_distance	16.0
37	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_17_	44	2	12	14	span_distance	17.0
38	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_18_	30	11	4	9	span_distance	18.0
39	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_19_	55	6	4	25	span_distance	19.0
40	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_20_	22	2	2	10	span_distance	20.0
41	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_21_	23	2	4	7	span_distance	21.0
42	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_22_	19	4	9	4	span_distance	22.0
43	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_23_	16	2	0	0	span_distance	23.0
44	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_24_	43	4	4	21	span_distance	24.0
45	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_25_	10	1	2	5	span_distance	25.0
46	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_27_	14	5	7	10	span_distance	27.0
47	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span_distance_28_	12	0	0	6	span_distance	28.0
48	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_length_1_	11106	1130	1355	4085	span1_length	1.0
49	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_length_2_	719	73	98	316	span1_length	2.0
50	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_length_3_	149	18	16	51	span1_length	3.0
51	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_length_4_	95	18	10	21	span1_length	4.0
52	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_length_5_	11	1	1	5	span1_length	5.0
53	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span2_length_1_	10244	1050	1228	3804	span2_length	1.0
54	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span2_length_2_	857	98	136	385	span2_length	2.0
55	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span2_length_3_	796	70	98	224	span2_length	3.0
56	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span2_length_4_	183	22	18	65	span2_length	4.0
57	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_2_	3643	335	427	1661	span1_span2_length	2.0
58	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_3_	2015	197	276	698	span1_span2_length	3.0
59	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_4_	1559	188	177	470	span1_span2_length	4.0
60	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_5_	1149	101	139	357	span1_span2_length	5.0
61	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_6_	752	57	87	238	span1_span2_length	6.0
62	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_7_	494	57	59	164	span1_span2_length	7.0
63	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_8_	421	55	49	141	span1_span2_length	8.0
64	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_9_	457	71	40	116	span1_span2_length	9.0
65	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_10_	336	43	46	97	span1_span2_length	10.0
66	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_11_	252	22	29	111	span1_span2_length	11.0
67	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_12_	212	36	27	103	span1_span2_length	12.0
68	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_13_	132	2	27	55	span1_span2_length	13.0
69	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_14_	98	7	12	45	span1_span2_length	14.0
70	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_15_	119	14	12	35	span1_span2_length	15.0
71	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_16_	56	4	5	25	span1_span2_length	16.0
72	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_17_	61	12	15	38	span1_span2_length	17.0
73	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_18_	26	0	3	7	span1_span2_length	18.0
74	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_19_	45	1	9	17	span1_span2_length	19.0
75	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_20_	20	5	3	8	span1_span2_length	20.0
76	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_21_	50	6	8	26	span1_span2_length	21.0
77	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_22_	32	8	3	11	span1_span2_length	22.0
78	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_23_	37	3	5	9	span1_span2_length	23.0
